"Resource Name","Alarm Text","Severity","Raised Time (System)","Acknowledged"
"ENTIKONG-TVRI/E1-1.14","E1/DS1 loss of signal on port #14","MAJOR","October 6, 2021 1:58:47 PM",N
"MATAMANIS_MIAU BARU/1RU/Slot 6","Download card firmware has failed"","MAJOR","September 2, 2021 4:37:21 PM",N
"EILOGO - SEBA FREK.11G HIGH 4+0 & 1+0 (5+0) JULI 2019/Radio-5.1","Radio loss of frame","CRITICAL","November 24, 2020 5:00:37 AM",N
"Site-15 2.15 KARUNGAN-B.BARATAN CH1-3 LOW XPIC HORIZONTAL","LOST CONTACT","INDETERMINATE","April 28, 2021 3:08:14 AM",N
"MATAWAI KRAHA_WAINGAPU #1  CH.1/Shelf/Slot 1 - MATAWAI KRAHA_WAINGAPU #1  CH.1/IDU","Trails mapped to inexistent interfaces in IDU #3","WARNING","July 26, 2021 10:08:23 AM",N
"BKT BARATAN - SAJAU/Radio-3.1","Remote communication failure","CRITICAL","October 26, 2021 3:05:56 AM",N
"Site-3 2.3 MIAUBARU - MATAMANIS FREK.4-5G LOW CH4-CH6 XPIC HORZ/ETY-1.6","Loss of Carrier","MAJOR","January 17, 2019 6:35:46 PM",Y
"STO BIREUN TO BUKIT RIMBA RAYA","HTTP LOGON FAILURE","WARNING","March 9, 2021 1:45:47 AM",N
"STO BIREUN TO BUKIT RIMBA RAYA","LOST CONTACT","INDETERMINATE","November 15, 2020 9:33:29 PM",N
"PULAU RATEWAO TO REP NABIRE SYSTEM 1/Radio-2.1","RFU RX level path1 out of range","WARNING","May 4, 2020 4:19:07 PM",N
"SEI MAYANG - MIAU BARU ( SYSTEM 2 )/Radio-4.1-XPIC.1","Radio loss of frame","CRITICAL","September 13, 2021 9:36:21 PM",N
"TAGULANDANG - TSEL TALAWIA 7 GHz/HIGH/HORIZONTAL","LOST CONTACT","INDETERMINATE","October 19, 2021 2:38:19 PM",N
"SEKAYU_BETUNG FREQ 8 GHz CH.3","LOST CONTACT","INDETERMINATE","October 10, 2018 12:31:51 PM",Y
"MANULAI - SAMBUKU FREK. 7GHz 3+0 NEW ( LOW ) upgrade 2+0/Radio-5.1","Radio loss of frame","CRITICAL","July 8, 2021 8:04:53 AM",N
"WAIKABUBAK_BTS ELOPADA #1 CH.2/E1-1.14","E1/DS1 loss of signal on port #14","MAJOR","May 8, 2021 9:42:51 AM",N
"Site-12 2.12 G.TABUR - SAJAU CH1-3 HIGH XPIC VERTICAL","LOST CONTACT","INDETERMINATE","April 28, 2021 1:47:42 AM",N
"STO Ketapang to Sei Awan/E1-2.16","E1/DS1 Unexpected signal on TDM-LIC TDM port","WARNING","October 5, 2017 9:57:21 AM",Y
"SITE BUKIT SAMA TO SITE BUKIT RIMBA RAYA/Radio-1","Traffic not being taken from radio on slot 2 by multi-radio","WARNING","October 22, 2018 4:23:58 PM",Y
"Gunung Pagar to Mumbum","HTTP LOGON FAILURE","WARNING","September 28, 2021 10:17:39 PM",N
"WAIKABUBAK _ KANINGU 5+0 (JULI 2021 )/Radio-4.2-XPIC.3","RFU TX Mute","WARNING","August 18, 2021 9:50:55 AM",N
"SUNGAI PENUH TO BUKIT NAMURA 8GHZ CH 7 High #1/E1-1.15","E1/DS1 unexpected signal on port #15","WARNING","June 15, 2019 1:17:24 PM",Y
"BUKIT NAMORA TO SUNGAI PENUH 8 GHz CH 7 #1/Shelf/Slot 6 - BUKIT NAMURA TO REP. BANGKO 8GHZ CH 5 #2/IDU","Low input voltage","WARNING","June 16, 2019 12:04:17 AM",Y
"KOTA BANGUN - MUARA MUNTAI/Shelf/Slot 4","LOST CONTACT","INDETERMINATE","June 13, 2018 12:44:42 AM",Y
"SEKAYU_BETUNG FREQ 8 GHz CH.3/Radio-1","Traffic not being sent through radio on slot 2 by multi-radio","WARNING","September 12, 2018 4:23:04 PM",Y
"RUJAB - TVRI RELOK (2+0) UPGRADE 2019/Radio-5.1-XPIC.2","RFU RX level path1 out of range","WARNING","August 12, 2019 7:12:03 PM",Y
"SAMBUKU - EILOGO FREK.6G LOW 4+0 & 1+0 (5+0) JULI 2019/MC-ABC.1","Multi Carrier ABC LOF","CRITICAL","May 5, 2021 1:58:51 PM",N
"BKT BARATAN - MAMBURUNGAN/Radio-3.1","Remote communication failure","CRITICAL","September 14, 2021 5:08:43 AM",N
"GN DAENG - MAMBURUNGAN R/Radio-5.1","Radio loss of frame","CRITICAL","October 26, 2021 9:00:25 AM",N
"WINDHESI TO RAISEI System 1 (4+0)/Radio-2.1","RFU RX level path1 out of range","WARNING","October 26, 2021 9:25:44 AM",N
"FibeAir IP-10G - 10.144.122.103/Radio-1","Traffic not being taken from radio on slot 2 by multi-radio","WARNING","November 5, 2019 4:00:23 AM",Y
"NIMBOKRAN TO REP.GENYEM (System 1)/Radio-5.1","RFU RX level path1 out of range","WARNING","April 28, 2020 3:15:57 AM",N
"SAJAU TO BUKIT BARATAN/Radio-4.1","Cable open","MAJOR","October 26, 2021 5:03:58 AM",N
"PINTU BATU - KP. SIHU 3+0 UPGRADE SEPTEMBER 2019","LVDS RX Error Slot 3","MAJOR","October 21, 2020 5:29:03 AM",N
"OMTEL TO DUNANGBILA/E1-2.4","Loss-of-frames alarm on TDM service","MAJOR","November 16, 2017 9:10:10 AM",Y
"MALINAU - TIDUNG PALA/E1-5.13","E1/DS1 Unexpected signal on TDM-LIC TDM port","WARNING","October 6, 2021 7:57:33 PM",N
"Apawer to Martewar System 3/Radio-7.1-XPIC.3","Remote communication failure","CRITICAL","October 23, 2021 2:43:56 AM",N
"SUNGAI PENUH TO BUKIT NAMURA 8GHZ CH 7 High #1/E1-1.9","E1/DS1 unexpected signal on port #9","WARNING","June 15, 2019 1:17:24 PM",Y
"CAMPLONG TO STO KUPANG/Radio-5.1-XPIC.2","Radio loss of frame","CRITICAL","November 16, 2018 5:34:20 PM",Y
"GUNUNG DAENG TO SEIBATANG 8GHz/1RU/Slot 5","Loss-of-frames alarm on TDM service","MAJOR","September 18, 2021 8:44:37 PM",N
"MOKMER TO STO BIAK 8Ghz SYSTEM 1/Radio-6.1","Radio loss of frame","CRITICAL","September 18, 2021 10:56:24 AM",N
"SEBA - EILOGO FREK.11G LOW 4+0 & 1+0( 5+0 ) JULI 2019/Radio-5.1","RFU RX level path1 out of range","WARNING","September 26, 2020 2:47:38 AM",N
"MALILI TO KAREBE#1 8 GHz CHANNEL 7/Shelf/Slot 1 - MALILI TO KAREBE SLOT 1/IDU","Communications lost with IDU #4","CRITICAL","August 26, 2020 5:58:27 AM",N
"DEMEMBE TO TELING #2 FREQ 8GHz","HTTP LOGON FAILURE","WARNING","October 27, 2021 2:31:39 PM",N
"PANGKALAN BUN REP. TO HANAU / U6 GHz XPIC / CH. 8L / 2+0 SD/MC-ABC.1","Multi Carrier ABC LOF","CRITICAL","June 8, 2020 4:10:56 AM",N
"NDESU _ GOLONAWANG 8+0 ( JULI 20 )/Radio-6.1-XPIC.2","Remote communication failure","CRITICAL","August 18, 2021 11:23:47 AM",N
"SAJAU TO BUKIT BARATAN/Radio-3.1","Remote communication failure","CRITICAL","October 26, 2021 5:03:58 AM",N
"WAROPEN TO NEW REP. WAROPEN 1 SYSTEM 0","LOST CONTACT","INDETERMINATE","March 11, 2021 7:24:48 PM",N
"BAGARSEWAR TO NENGKE VILLAGE (System 1)","LOST CONTACT","INDETERMINATE","May 6, 2021 2:31:15 PM",N
"KANINGU _ MATAWAI KRAHA 5+0 ( JULI 2021 )/Radio-6.1-XPIC.4","RFU TX Mute","WARNING","October 12, 2021 12:35:45 PM",N
"TJ.BATU - BATURUBE ( 8GHZ, POL HORIZONTAL SD )","LOST CONTACT","INDETERMINATE","March 2, 2021 5:00:39 PM",N
"Bonti to Bodok (5+0) April 2021/Radio-2.1","RFU RX level path2 out of range","WARNING","August 10, 2021 7:48:42 AM",N
"MATENDEK - PEL.POLMAS/ETY-3.7","Ethernet loss of carrier on port #7","MAJOR","March 8, 2020 2:34:48 AM",N
"STO-Pemangkat-Jawai(telkom)/2RU/Power Supply 2","Power Supply is missing in slot","MAJOR","December 9, 2019 8:55:21 AM",Y
"KUALA KUAYAN TO PARENGGEAN IP10 6GHz/Shelf/Slot 2","LOST CONTACT","INDETERMINATE","April 13, 2021 3:42:35 PM",N
"Waropen to Rep. Waropen System 2/Radio-2.1","RFU communication failure","WARNING","April 18, 2021 2:40:07 AM",N
"TSEL KAISABU - TSEL KOMBA-KOMBA 8 GHz/LOW/HORIZONTAL","HTTP LOGON FAILURE","WARNING","July 5, 2021 5:39:56 AM",N
"BAWAN TO SEPANG 2+0/1RU/Power Supply 2","Under voltage","MAJOR","October 10, 2021 10:05:55 AM",N
"RAHA - MALIGANO IP-10 FREQ.8GHZ/CH7L/E1-1.10","E1/DS1 unexpected signal on port #10","WARNING","November 20, 2019 2:58:14 PM",Y
"BAHODOPI - FATUFIA ( 8GHZ, POL.VERTICAL )/Radio-5.1","RFU RX level path1 out of range","WARNING","September 14, 2021 11:55:01 PM",N
"MAMBURUNGAN TO GUNUNG DAENG 6 GHz CH 5/Shelf/Slot 1/IDU","Remote communication failure","MAJOR","October 19, 2021 8:24:27 PM",N
"PAGAR ANTIMUN_KENDAWANGAN ( 3+0 )/ETY-1.2","Loss of Carrier","MAJOR","February 23, 2021 11:06:03 AM",N
"KANINGU_MATAWAI KRAHA #1  CH5/Shelf/Slot 2","LOST CONTACT","INDETERMINATE","July 16, 2020 12:43:15 PM",N
"01_KM46-BAWAN/Radio-1","Traffic not being taken from radio on slot 2 by multi-radio","WARNING","October 19, 2021 9:33:43 AM",N
"FERKEDEL - TUMALEHU ( SYST 1-2 ) FREK.7/8 5+0 MARET 2021/Radio-2.1","RFU RX level path2 out of range","WARNING","October 11, 2021 8:50:29 AM",N
"TIDUNG PALA TO BEBATU 8GHz CH1 HIGH VERTICAL/ETY-2.1","Gigabit Ethernet SFP not inserted on port #1","MAJOR","October 26, 2021 4:10:11 AM",N
"SAMBUKU - EILOGO FREK.6G LOW 4+0 & 1+0 (5+0) JULI 2019/Radio-4.1-XPIC.1","RFU RX level path1 out of range","WARNING","May 5, 2021 1:58:51 PM",N
"Bonti to Bodok (5+0) April 2021/Radio-5.1","RFU RX level path2 out of range","WARNING","August 10, 2021 7:48:42 AM",N
"BAHODOPI - FATUFIA ( 8GHZ, POL.VERTICAL )/Radio-2.1","Radio loss of frame","CRITICAL","September 14, 2021 11:55:01 PM",N
"Kasongan Buntut Bali #2/Shelf/Slot 1 - Link Kasongan - Buntut Bali / 8 GHz / Ch. 8 / Tx High / H Pol./IDU","Remote communication failure","MAJOR","June 17, 2021 11:23:12 AM",N
"PUNGGALUKU - MALIGANO (Desember 2018)","LOST CONTACT","INDETERMINATE","November 21, 2019 11:16:27 AM",Y
"NDESU _ GOLONAWANG 8+0 ( JULI 20 )/2RU/Slot 3","Corrupted inventory file","WARNING","August 12, 2021 9:34:44 AM",N
"GN.DAENG-SEI BATANG/Radio-3.1","Remote communication failure","CRITICAL","September 26, 2020 4:07:38 AM",N
"STO KUPANG TO CAMPLONG","LOST CONTACT","INDETERMINATE","April 29, 2019 12:10:48 PM",Y
"GUNUNG DAENG TO SEIBATANG 8GHz/E1-5.11","Loss Of Signal (LOS) on TDM-LIC TDM port","MAJOR","September 18, 2021 8:44:37 PM",N
"Link Musirawas - Asambaru 6 Ghz-CH4 High/E1-1.15","E1/DS1 loss of signal on port #15","MAJOR","July 16, 2020 9:30:23 AM",N
"SITE RIMBA RAYA TO STO BIREUN","HTTP LOGON FAILURE","WARNING","November 20, 2020 7:31:56 AM",N
"PINTU BATU - KP. SIHU 3+0 UPGRADE SEPTEMBER 2019","LOST CONTACT","INDETERMINATE","April 7, 2021 8:21:16 PM",N
"STO SAMBAS - TSEL KARTIASA 8 GHz / CH.6 / VERTICAL / TX HIGH/ETY-2.5","Ethernet loss of carrier on port #5","MAJOR","February 18, 2019 2:35:07 PM",Y
"WAKEAKEA - STO BAU2 8GHz CH2L/CH6L","LOST CONTACT","INDETERMINATE","July 29, 2019 11:56:20 PM",Y
"BLANGKEJEREN - AGUSAN 8 GHz CH3 + CH5 H (2+0) VERTICAL","LOST CONTACT","INDETERMINATE","April 14, 2021 3:55:46 PM",N
"NUNUKAN TO SEIBATANG 8GHz  2+0","HTTP LOGON FAILURE","WARNING","March 9, 2021 1:57:11 AM",N
"MAMBURUNGAN TO BEBATU SUPA/E1-2.1","Loss-of-frames alarm on TDM service","MAJOR","September 25, 2019 11:56:39 AM",Y
"Babauk to Dunangbila / 6 Ghz hight / 4+0/Radio-3.1","Radio loss of frame","CRITICAL","January 16, 2019 5:28:12 PM",Y
"NENGKE VILLAGE TO ANUSPODENA","LVDS RX Error Slot 3","MAJOR","December 11, 2020 4:55:06 PM",N
"LABANAN - GN.TABUR ( SYS 4 )/MC-ABC.1","Multi Carrier ABC LOF","CRITICAL","October 25, 2018 8:10:44 PM",Y
"SANGATA2 - PERDAU FREK.6G HIGH CH 1-CH3 XPIC (VERTICAL)/Radio-5.1-XPIC.2","Radio loss of frame","CRITICAL","October 13, 2021 2:24:05 AM",N
"TIDUNG PALA TO BEBATU 8GHz CH1 HIGH VERTICAL/E1-1.3","E1/DS1 unexpected signal on port #3","WARNING","October 13, 2021 12:13:12 PM",N
"SEI BATIK TO GN.DAENG 6GHz CH 1 HORIZONTAL/Shelf/Slot 1 - SEI BATIK TO GN.DAENG 6GHz CH 1 HORIZONTAL/IDU","TDM backplane LOF for slot #5","CRITICAL","September 21, 2021 3:43:51 PM",N
"MALIGANO - RAHA 11 Ghz","LOST CONTACT","INDETERMINATE","November 21, 2019 11:18:00 AM",Y
"Waindu to New Rep. Waropen System 2/ETY-1.1","Loss of Carrier","MAJOR","October 4, 2021 12:27:45 AM",N
"GUNUNG PAGAR - PONTIANAK/E1-1.12","E1/DS1 unexpected signal on port #12","WARNING","December 4, 2017 12:36:23 AM",Y
"TERSILI - FREKEDEL/Radio-3.1","Remote communication failure","CRITICAL","October 26, 2021 3:52:17 AM",N
"Site-10 2.10 G.TABUR-LABANAN CH1-3 HIGH VERTICAL","LOST CONTACT","INDETERMINATE","October 10, 2021 12:03:58 PM",N
"BKT TAMBULUN - BKTTINGGI FREK. 6GHz / CH 3L VERTICAL/Shelf/Slot 3 - BKT TAMBULUN - TUAPEJAT FREK.6GHZ / CH 4L VERTICAL SD/IDU","Remote communication failure","MAJOR","May 23, 2018 11:23:27 PM",Y
"MAMBURUNGAN-GN DAENG R/Radio-5.1","Radio loss of frame","CRITICAL","September 14, 2021 3:40:34 AM",N
"MAMBURUNGAN TO BEBATU SUPA/E1-2.2","Loss Of Signal (LOS) on TDM-LIC TDM port","MAJOR","October 5, 2017 9:59:16 AM",Y
"MELAK - MUARA PAHU/Radio-1","Traffic not being sent through radio on slot 2 by multi-radio","WARNING","October 24, 2021 5:43:35 PM",N
"DUMAI to SUKAJADI","Drawer Internal Power Failure (Board #2)","MAJOR","August 2, 2018 11:41:22 AM",Y
"SITE RIMBA RAYA TO STO BIREUN/Shelf/Slot 1 - Link Site Rimba Raya To Sto Bireun 8 GHz / Ch 8 Low/IDU","Communications lost with IDU #2","CRITICAL","March 27, 2019 7:02:19 AM",Y
"REP. ASULI TO TOLETOLE#1  8 GHz CHANNEL 6/Radio-1","Traffic not being taken from radio on slot 2 by multi-radio","WARNING","October 26, 2021 5:06:03 PM",N
"Goa Lawah - Nusa Penida (5+0) Upgrade April 2018","LOST CONTACT","INDETERMINATE","October 26, 2021 2:24:51 PM",N
"R-CGN-IP10_MSKU_to_STNG_SL01_MR/ETY-1.2","Gigabit Ethernet loss of carrier on port #2","MAJOR","October 24, 2021 3:01:38 AM",N
"PADANG AGODA TO OTOWERI (5+0)","LOST CONTACT","INDETERMINATE","October 18, 2021 12:23:50 PM",N
"Site-1 2.1 PERDAU - MATAMANIS ( VERTICAL ) FREK. 4-5G XPIC/Radio-4.1-XPIC.1","Cable open","MAJOR","October 24, 2021 8:30:25 AM",N
"SITE RIMBA RAYA TO STO BIREUN/Shelf/Slot 1 - Link Site Rimba Raya To Sto Bireun 8 GHz / Ch 8 Low/IDU","Communications lost with IDU #3","CRITICAL","April 8, 2019 11:35:38 PM",Y
"Site-14 2.14 B.BARATAN - SAJAU CH1-3 HIGH XPIC VERTICAL/2RU/Slot 3","Corrupted inventory file","WARNING","January 11, 2021 4:55:28 PM",N
"SEI BATIK TO GN.DAENG 6GHz CH 1 HORIZONTAL/ETY-6.1","Gigabit Ethernet loss of carrier on port #1","MAJOR","October 27, 2021 1:05:48 PM",N
"Waropen to Rep. waropen System 3","LOST CONTACT","INDETERMINATE","October 24, 2021 8:59:59 PM",N
"BATURUBE - TG.BATU ( 8GHZ, POL HORIZONTAL SD )/Radio-3.1","RFU RX level path1 out of range","WARNING","September 9, 2021 3:43:45 AM",N
"NUNUKAN TO SEIBATANG 8GHz/1RU/Slot 5","Loss-of-frames alarm on TDM service","MAJOR","December 17, 2018 4:38:57 PM",Y
"STO TEBAS to PEMANGKAT/E1-1.2","E1/DS1 loss of signal on port #2","MAJOR","March 7, 2019 2:24:27 AM",Y
"APAWER TO MARTEWAR System 1 Pol. Vertical/1RU/Power Supply 2","Under voltage","MAJOR","May 11, 2021 1:37:07 PM",N
"GUNUNG DAENG TO MAMBURUNGAN 8GHz","LOST CONTACT","INDETERMINATE","September 9, 2021 8:33:03 AM",N
"SAMBUKU - EILOGO FREK. 6GHz 3+0 NEW ( LOW )/Radio-3.1","Radio loss of frame","CRITICAL","December 22, 2020 7:01:38 AM",N
"MALIGANO - RAHA IP-10 FREQ. 8GHZ/ CH 7H/E1-1.3","E1/DS1 unexpected signal on port #3","WARNING","November 20, 2019 9:26:14 AM",Y
"AROWI TO ORANSBARI/Radio-4.1-XPIC.1","Remote communication failure","CRITICAL","September 14, 2021 4:59:29 AM",N
"KARUNGAN - GN BELAH IDU#2 BAND 11 GHZ VERTICAL/ETY-1.3","Loss of Carrier","MAJOR","December 12, 2019 2:31:11 PM",Y
"KUALA KUAYAN TO PARENGGEAN IP10 6GHz/E1-1.12","E1/DS1 unexpected signal on port #12","WARNING","September 28, 2021 1:40:31 PM",N
"GN DAENG - SEI BATANG R","LOST CONTACT","INDETERMINATE","July 26, 2021 2:05:50 AM",N
"KINTOM - LUWUK CITY #1 / 8 GHz / CH.6 VERTICAL / TX HIGH/Radio-3","RFU Rx level path2 out of range","WARNING","October 16, 2021 7:34:44 PM",N
"P. Nau to Rep. Waropen System 2/Radio-6.1-XPIC.2","Radio loss of frame","CRITICAL","February 12, 2021 1:32:46 PM",N
"KP. SIHU - KP. BOTAI BARU (2+0) UPGRADE 2019/1RU/Slot 3","Unexpected Card Type in slot","MINOR","June 5, 2021 10:37:30 AM",N
"MIAU BARU - SEI MAYANG ( SYSTEM 1 )/Radio-4.1-XPIC.1","Radio loss of frame","CRITICAL","September 15, 2021 11:04:56 AM",N
"TIDUNG PALA TO BEBATU 8GHz CH1 HIGH VERTICAL/Radio-1","Traffic not being taken from radio on slot 2 by multi-radio","WARNING","October 13, 2021 12:13:12 PM",N
"Site-8 2.8 SEIMAYANG-LABANAN CH1-3 HIGH VERTICAL","Multi Carrier ABC LOF","CRITICAL","October 10, 2021 11:21:46 PM",N
"R-CGN-IP10_MSKU_to_STNG_SL01_MR/ETY-5.6","Ethernet loss of carrier on port #6","MAJOR","October 24, 2021 3:01:40 AM",N
"KP BOTAI - MANIMERI UPGRADE 3+0 SEPTEMBER 2019/Radio-3.1","RFU RX level path1 out of range","WARNING","August 28, 2020 6:52:08 PM",N
"MATAMANIS_MIAU BARU/MC-ABC.1","LVDS RX Error Slot 6","MAJOR","September 13, 2021 4:41:41 PM",N
"TVRI NATUNA - LAGONG SYS 2 FREK. 8GHz/Radio-3.1","RFU RX level path2 out of range","WARNING","September 28, 2021 7:58:45 AM",N
"Rep. Nabire to Ratewo System 3/Radio-8.1","RFU RX level path2 out of range","WARNING","December 19, 2020 5:06:27 PM",N
"DORONAE - PUARLOLO","LOST CONTACT","INDETERMINATE","June 11, 2018 8:13:16 PM",Y
"STO BANGKO TO REPEATER BANGKO 8GHZ CH 6 #1","LOST CONTACT","INDETERMINATE","October 29, 2019 4:35:16 PM",Y
"BATETHAMON TO BANDA ACEH NEW IP 20","HTTP LOGON FAILURE","WARNING","May 8, 2020 8:50:28 AM",N
"KOTA BANGUN TO MUARA MUNTAI","LOST CONTACT","INDETERMINATE","October 7, 2021 11:43:07 AM",N
"Pulau Nau to Rep. Waropen System 3/ETY-1.1","Loss of Carrier","MAJOR","July 16, 2021 6:22:20 AM",N
"KANINGU _ MATAWAI KRAHA 5+0 ( JULI 2021 )/Radio-6.1-XPIC.4","Radio loss of frame","CRITICAL","October 24, 2021 6:57:56 AM",N
"STO BANGKO TO REPEATER BANGKO 8GHZ CH 6 #1/Shelf/Slot 1 - STO BANGKO TO REPEATER BANGKO 8GHZ CH 8 #3/IDU","E1/DS1 unexpected signal on port #4","WARNING","October 29, 2019 10:14:45 AM",Y
"PALOH/1RU/Slot 2","Loss-of-frames alarm on TDM service","MAJOR","October 3, 2020 9:26:14 AM",N
"GUNUNG DAENG TO SEIBATANG 8GHz/E1-5.16","Loss Of Signal (LOS) on TDM-LIC TDM port","MAJOR","September 18, 2021 8:44:37 PM",N
"TSEL WAANGU-ANGU - TSEL WARINTA 8 GHz/HIGH/VERTICAL","HTTP LOGON FAILURE","WARNING","October 22, 2020 10:26:54 PM",N
"WAIKABUBAK_BTS ELOPADA #1 CH.2/ETY-1.2","Gigabit Ethernet loss of carrier on port #2","MAJOR","May 8, 2021 9:42:51 AM",N
"GUNUNG PAGAR - PONTIANAK/E1-1.14","E1/DS1 unexpected signal on port #14","WARNING","December 4, 2017 12:36:23 AM",Y
"BTS ELOPADA_BTS WAIMANGURA #1, CH.5","LOST CONTACT","INDETERMINATE","May 9, 2021 2:22:48 AM",N
"IP10_Mempawah_to_Bundung_SL01/Shelf/Slot 1 - Link Mempawah - Bundung / Pol. V / Ch. 7 High/IDU","Failure in one or more TDM trails","WARNING","November 4, 2019 2:31:38 PM",Y
"TOBELO TO MOROTAI/Shelf/Slot 3","LOST CONTACT","INDETERMINATE","April 3, 2020 7:33:45 PM",N
"KANINGU_MATAWAI KRAHA #1  CH5/Shelf/Slot 4","LOST CONTACT","INDETERMINATE","December 28, 2019 4:11:12 PM",Y
"REP. KAPTIAU - BONGGO  SYSTEM 2/ETY-1.2","Loss of Carrier","MAJOR","July 21, 2021 4:17:19 PM",N
"Site-14 2.14 B.BARATAN - SAJAU CH4-6 HIGH XPIC HORIZONTAL/2RU/Slot 3","Unexpected Card Type in slot","MINOR","January 11, 2021 5:10:23 PM",N
"STO BUNTOK - TAMPARAK LAYUNG EXPAND 8 GHz/LOW/VERTICAL/Radio-4.1","RFU RX level path1 out of range","WARNING","March 16, 2020 7:38:08 PM",N
"Site-8 2.8 SEIMAYANG-LABANAN CH1-3 HIGH VERTICAL/Radio-3.1-XPIC.1","Remote communication failure","CRITICAL","September 3, 2021 2:54:06 PM",N
"BEBATU SUPA TO TIDUNG PALA/E1-2.15","Alarm Indication Signal (AIS) on TDM-LIC TDM port","MAJOR","September 24, 2021 4:35:34 PM",N
"KANINGU_MATAWAI KRAHA #1  CH5/Shelf/Slot 1 - KANINGU_MATAWAI KRAHA #1  CH.5/IDU","TDM backplane LOF for slot #4","CRITICAL","May 7, 2021 2:32:20 AM",N
"MENGKUNING - PULAU BUKIT FREK 6GHZ LOW 4+0","LOST CONTACT","INDETERMINATE","February 23, 2019 9:39:50 AM",Y
"RUJAB - TVRI RELOK (2+0) UPGRADE 2019/Radio-6.1-XPIC.2","Radio loss of frame","CRITICAL","August 12, 2019 7:12:03 PM",Y
"MAMBURUNGAN - BEBATU SUPA #1 8GHz CH.2 VERTICAL/E1-1.1","E1/DS1 loss of signal on port #1","MAJOR","October 16, 2021 1:06:35 PM",N
"STO PURUKCAHU TO KM62 EXPAND 8 GHz/LOW/VERTICAL/Radio-3.1","Radio signal degrade","MINOR","October 27, 2021 10:48:17 AM",N
"PARIT TO PARENGGEAN IP10/Radio-1","Traffic not being taken from radio on slot 2 by multi-radio","WARNING","July 8, 2021 5:01:09 AM",N
"STO BAU2 - TSEL BAU2 6GHz CH6H/CH8H","LOST CONTACT","INDETERMINATE","November 9, 2017 8:19:27 PM",Y
"Ratewo to New Rep. 1 Wapoga System 2/Radio-2.1","RFU TX level out of range","MINOR","January 9, 2021 8:40:20 AM",N
"SUKAJADI to BAGAN SIAPI API","Drawer Internal Power Failure (Board #2)","MAJOR","September 13, 2020 9:52:07 PM",N
"SP2 - RUJAB 11 GHZ 5+0 UPGRADE 2019/Radio-6.1-XPIC.2","Remote communication failure","CRITICAL","October 26, 2021 3:35:55 AM",N
"TVRI RELOK - RUJAB BUPATI 3 + 0 UPGRADE SEPTEMBER 2019/Radio-3.1-XPIC.1","Radio loss of frame","CRITICAL","July 5, 2020 10:40:51 AM",N
"REP. KUALA KURUN TO TEWAH 4+0 AGUSTUS 2019","LOST CONTACT","INDETERMINATE","October 27, 2021 2:32:01 PM",N
"NUNUKAN TO SEIBATANG 8GHz/E1-5.2","Alarm Indication Signal (AIS) on TDM-LIC TDM port","MAJOR","June 18, 2020 2:46:42 AM",N
"FibeAir IP-10G - 10.144.122.104/ETY-1.2","Gigabit Ethernet SFP not inserted on port #2","MAJOR","August 31, 2019 9:42:03 AM",Y
"RUJAB - TVRI RELOK (2+0) UPGRADE 2019/Radio-2.1","Radio loss of frame","CRITICAL","August 12, 2019 7:12:03 PM",Y
"New Rep. Waropen to Waindu System 2","LOST CONTACT","INDETERMINATE","October 4, 2021 5:26:44 AM",N
"STO BIREUN TO SITE BUKIT RIMBA RAYA 8 GHz / Ch 6 High/E1-1.11","E1/DS1 loss of signal on port #11","MAJOR","September 4, 2020 2:03:54 AM",N
"BAHODOPI - FATUFIA ( 8GHZ, POL.VERTICAL )/Radio-3.1","Radio loss of frame","CRITICAL","September 14, 2021 11:55:01 PM",N
"Site-14 2.14 B.BARATAN - SAJAU CH4-6 HIGH XPIC HORIZONTAL/2RU/Slot 5","Unexpected Card Type in slot","MINOR","January 11, 2021 5:10:23 PM",N
"BUKIT BARATAN TO SAJAU PHASE 2/Radio-3.1-XPIC.1","Remote communication failure","CRITICAL","December 2, 2020 9:07:01 PM",N
"Kasongan Buntut Bali #2/Radio-1","Traffic not being sent through radio on slot 1 by multi-radio","WARNING","June 17, 2021 11:23:12 AM",N
"SEPANG TO BAWAN 2+0/Radio-3.1","RFU TX level out of range","MINOR","October 26, 2021 5:04:35 PM",N
"MIAU BARU TO SEI MAYANG ( SYSTEM 2 )/Radio-6.1-XPIC.2","Radio loss of frame","CRITICAL","August 13, 2020 1:39:25 AM",N
"BAGARSEWAR TO NENGKE VILLAGE (System 1)/Radio-5.1","RFU RX level path1 out of range","WARNING","April 19, 2021 2:30:41 PM",N
"ANUSPODENA - NENGKE VILLAGE SYSTEM 2/Radio-6.1","RFU RX level path1 out of range","WARNING","July 8, 2021 9:59:47 AM",N
"MELAK - MUARA PAHU/Shelf/Slot 1 - Link Melak - Muara Pahu / 8 GHz / Ch. 7 / Tx Low/IDU","TDM backplane LOF for slot #4","CRITICAL","September 19, 2021 10:58:35 PM",N
"PARENGGEAN TO PARIT IP10 6GHz CH 3 LOW VERTICAL/Radio-1","Traffic not being taken from radio on slot 2 by multi-radio","WARNING","October 21, 2021 4:06:32 AM",N
"Sto Singkawang to Sto Pemangkat/ETY-3.5","Ethernet loss of carrier on port #5","MAJOR","October 15, 2018 8:36:29 PM",Y
"TUMBANG SAMBA _ BUNTUT BALI (SEP 2019 )","LOST CONTACT","INDETERMINATE","October 27, 2021 1:53:39 PM",N
